seat_num,Area,Points
2123,282659.0,"[(11, 413), (7, 535), (255, 697), (1154, 625), (1131, 508), (579, 330), (210, 409)]"
800,71625.5,"[(71, 507), (837, 585), (1210, 601), (1210, 539), (1137, 530), (1067, 515), (1023, 503), (546, 482)]"
145,94599.0,"[(199, 499), (144, 557), (13, 586), (13, 620), (563, 596), (889, 581), (1163, 565), (1208, 558), (1206, 531), (841, 510), (748, 493)]"
637,76094.5,"[(304, 522), (176, 547), (37, 567), (15, 569), (15, 605), (451, 614), (588, 609), (792, 612), (941, 603), (1057, 607), (1185, 597), (1207, 591), (1209, 573), (793, 541)]"
582,79220.0,"[(273, 516), (191, 534), (34, 556), (3, 562), (4, 608), (491, 604), (761, 598), (939, 592), (1074, 584), (1151, 580), (1197, 576), (1198, 558), (766, 524)]"
2293,237873.0,"[(59, 489), (367, 576), (547, 629), (833, 705), (1043, 760), (1069, 727), (1138, 630), (1179, 568), (1195, 546), (1198, 484), (888, 405), (862, 392), (827, 367), (789, 358), (577, 385)]"
965,99346.0,"[(11, 526), (15, 550), (316, 590), (663, 624), (989, 642), (1172, 653), (1206, 651), (1206, 619), (1101, 590), (1015, 558), (996, 532), (459, 501), (322, 515)]"
1201,125500.5,"[(33, 490), (21, 516), (63, 530), (353, 573), (718, 619), (982, 639), (1132, 656), (1212, 662), (1213, 615), (1134, 577), (1127, 535), (1131, 517), (554, 466), (343, 487)]"
795,59515.0,"[(51, 480), (451, 532), (681, 556), (892, 569), (1043, 576), (1170, 581), (1205, 584), (1200, 536), (920, 494), (509, 480)]"
1639,213325.5,"[(379, 400), (155, 480), (59, 508), (13, 510), (8, 576), (202, 606), (255, 615), (326, 609), (430, 616), (517, 625), (530, 638), (634, 637), (701, 647), (1140, 659), (1204, 662), (1205, 583), (1139, 560), (1113, 546), (1067, 521), (1030, 495), (998, 471), (975, 452), (950, 431)]"
2495,232915.5,"[(376, 371), (197, 514), (353, 555), (664, 625), (920, 675), (1105, 720), (1203, 744), (1198, 550), (1163, 518), (1127, 487), (1091, 460), (1019, 403), (964, 369), (894, 337), (768, 354), (545, 375)]"
352,86099.0,"[(226, 544), (124, 600), (19, 618), (4, 620), (9, 654), (280, 648), (578, 631), (795, 625), (984, 601), (1188, 582), (1201, 580), (1191, 561), (970, 556), (830, 549), (745, 536)]"
1834,228878.5,"[(248, 407), (237, 466), (230, 525), (217, 589), (297, 614), (569, 680), (759, 632), (960, 570), (1143, 493), (1208, 466), (1207, 412), (1003, 394), (847, 344), (756, 315)]"
2454,227261.5,"[(11, 440), (152, 693), (731, 584), (959, 548), (1166, 507), (1199, 498), (890, 417), (810, 397), (743, 380), (675, 367), (630, 365), (454, 334), (393, 349), (279, 388)]"
90,80744.0,"[(136, 544), (130, 591), (42, 623), (32, 651), (157, 654), (400, 628), (777, 584), (1038, 545), (1087, 518), (593, 511)]"
998,92845.5,"[(437, 502), (289, 524), (141, 525), (36, 544), (5, 567), (248, 591), (704, 614), (1012, 627), (1207, 623), (1191, 588), (1051, 566), (983, 537), (932, 523)]"
740,91349.0,"[(287, 516), (169, 549), (121, 562), (20, 576), (8, 607), (313, 614), (668, 614), (930, 605), (1076, 603), (1207, 592), (1204, 576), (1079, 558), (955, 534), (882, 522), (816, 512)]"
754,79328.5,"[(416, 493), (297, 509), (143, 529), (16, 541), (14, 547), (398, 574), (862, 587), (1143, 587), (1212, 586), (1209, 560), (1074, 530), (949, 502), (935, 491)]"
2093,229649.5,"[(465, 405), (251, 472), (186, 489), (119, 493), (37, 508), (0, 515), (0, 569), (157, 623), (238, 655), (479, 726), (531, 745), (576, 769), (1011, 666), (1043, 663), (1022, 552), (1003, 520), (999, 512)]"
2050,217548.5,"[(415, 327), (354, 358), (311, 379), (248, 408), (115, 453), (44, 476), (23, 481), (26, 510), (53, 532), (151, 539), (587, 599), (1093, 608), (1203, 607), (1176, 552), (1057, 510), (1018, 488), (968, 441), (925, 342)]"
2252,232040.5,"[(410, 358), (323, 403), (192, 467), (65, 562), (7, 591), (3, 705), (125, 685), (514, 643), (930, 597), (1189, 562), (923, 401), (722, 403)]"
594,72573.5,"[(11, 507), (14, 525), (542, 567), (879, 581), (1138, 586), (1206, 584), (1205, 555), (1025, 528), (937, 511), (888, 497), (433, 486)]"
1955,225402.0,"[(320, 399), (238, 488), (187, 539), (81, 571), (26, 597), (3, 624), (4, 635), (433, 662), (595, 643), (962, 624), (1116, 583), (1202, 569), (1208, 521), (1064, 504), (1004, 462), (966, 441), (901, 404), (855, 380), (830, 366)]"
1969,256759.5,"[(269, 362), (224, 442), (172, 515), (115, 556), (6, 608), (7, 653), (350, 647), (781, 609), (1072, 555), (1206, 517), (1197, 455), (1088, 435), (1024, 415), (1000, 398), (956, 379), (811, 318)]"
1160,105494.5,"[(492, 489), (0, 518), (3, 538), (120, 556), (346, 588), (624, 608), (923, 632), (1153, 648), (1200, 647), (1204, 608), (1088, 571), (1059, 555), (1039, 527)]"
